sentiment ,description
3,"4 -1 3 Lots of artistic options .[sentence: 1,-1] Love[3] it ![+1 punctuation emphasis] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 I love[3] it ![+1 punctuation emphasis] [sentence: 4,-1] There's some bugs ,but is perfect[2] ,i love[3] the effects ![+1 punctuation emphasis] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Excellent[4] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Love[3] it ![+1 punctuation emphasis] [sentence: 4,-1] I think the photos are much better on the picsart camera ,I play around with them here then post to instagram and facebook and its so easy to use ![+1 punctuation mood emphasis] [sentence: 2,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Great[3] application !![+1 punctuation emphasis] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Excellent[4] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 I loving[4] it .[sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Fantastic[3] ![+1 punctuation emphasis] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Excellent[4] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Excellent[4] app [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Excellent[4] editing software :*[sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 great[3] !![+1 punctuation emphasis] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Love[3] this app !!![+1 punctuation emphasis] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Looooooooove[3] [+0.6 spelling emphasis] it [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Excellent[4] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Nah .[sentence: 1,-1] If this would have retrica effects ,it would be totally fab[3] [+1 booster word] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Love[3] it ![+1 punctuation emphasis] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Amazing[3] !![+1 punctuation emphasis] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 I love[3] this app ![+1 punctuation emphasis] [sentence: 4,-1] Some times when i feel like[2] keeping my self busy ,i just log in to this app ![+1 punctuation emphasis] [sentence: 3,-1] I gives room for one to exercise its creativity ...[sentence: 1,-1] i love[3] this thanks[2] ![+1 punctuation emphasis] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Excellent[4] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Love[3] it !![+1 punctuation emphasis] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Excellent[4] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 VERY NICE[2] [+1 booster word] ![+1 punctuation emphasis] [sentence: 4,-1] I LOVE[3] THIS APP .[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 EXCELLENT[4] ........[sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Excellent[4] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Love[3] this app !![+1 punctuation emphasis] [sentence: 4,-1] So easy to use and so many items you can use to enhance ,fix ,change your photo ![+1 punctuation mood emphasis] [sentence: 2,-1] A ++[sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Its really cool[2] [+1 booster word] i love[3] it so much that's why you should install it now go go go go !!!!!![+1 punctuation emphasis] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Woow[3] ![+1 punctuation emphasis] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 This app is great[3] ![+1 punctuation emphasis] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Love[3] ![+1 punctuation emphasis] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Awesomeee[3] [+0.6 spelling emphasis] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Luvvvvvv[3] [+0.6 spelling emphasis] it [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Awesome[3] !!![+1 punctuation emphasis] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Excellent[4] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Love[3] LOVE[3] [+1 consecutive positive words] this appI tell all my friends[2] about it .[sentence: 4,-1] I have purchased tons of add -ons .[sentence: 1,-1] I hope[3] the work on sports oriented frames and more sports clipart .[sentence: 3,-1] Would love[3] [+-1 booster word] to see running races ,mud races etcn [sentence: 2,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Excellent[4] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 wow[3] ![+1 punctuation emphasis] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 I love[3] it Been [proper noun] my fav for awhile and still is ![+1 punctuation emphasis] [sentence: 4,-1] !!!!![sentence: 1,-1] Updates could make it amazing[3] but overall ,great[3] app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Amazing[3] !!!![+1 punctuation emphasis] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Excellent[4] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Pretty[3] amazing[3] [+1 consecutive positive words] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Loving[4] it [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Awesome[3] !![+1 punctuation emphasis] [sentence: 4,-1] This is an amazing[3] app .[sentence: 3,-1] Love[3] it .[sentence: 3,-1] Combined with picsay ,its badass ![+1 punctuation mood emphasis] [sentence: 2,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 I love[3] picsart ![+1 punctuation emphasis] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Excellent[4] good[2] job [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Excellent[4] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Sexyyy[3] [+0.6 spelling emphasis] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Amazing[3] :D [1 emoticon] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Awesome[3] ![+1 punctuation emphasis] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Excellent[4] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Excellent[4] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 I luvvvv[3] [+0.6 spelling emphasis] diz app [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Great[3] but ![+1 punctuation emphasis] [sentence: 4,-1] Can't figure out dropbox when trying to load my pics .[sentence: 1,-1] Work fine[3] with other Apps [proper noun] like[2] ,g +,Picasa [proper noun] ,Facebook [proper noun] ..[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 I love[3] picsart !![+1 punctuation emphasis] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Excellent[4] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 ExcellentAwsome[3] effects ,em lost in it ..![+1 punctuation emphasis] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Excellent[4] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Excellent[4] ...[sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Better ![+1 punctuation mood emphasis] [sentence: 2,-1] I wish you had the feature that cut outs transparents ,like[2] the magic wand tool that they use on superimpose on iOS .[sentence: 2,-1] This app is incredible and great[3] ,I love[3] it ![+1 punctuation emphasis] [sentence: 4,-1] [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Great[3] app !![+1 punctuation emphasis] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Very good[2] [+1 booster word] .[sentence: 3,-1] better .[sentence: 1,-1] it's excellent[4] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 I really really love[3] [+1 booster word] ur apps [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Excellent[4] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Super[3] fine[3] [+1 consecutive positive words] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Awesome[3] !!!!![+1 punctuation emphasis] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Amazing[3] ![+1 punctuation emphasis] [sentence: 4,-1] Flawless[2] ![+1 punctuation emphasis] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 EXCELLENTExcellent[3] ......[sentence: 3,-1] Excellent[4] ....[sentence: 4,-1] Excellent[4] .[sentence: 4,-1] ,.....[sentence: 1,-1] .[sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Loving[4] dis app .[sentence: 4,-1] Coolest[3] app ..[sentence: 3,-1] For pics ..[sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 I m loving[4] it [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Excellent[4] App [proper noun] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 I love[3] this because it's a fun[2] way to express yourself ![+1 punctuation emphasis] [sentence: 4,-1] :D [1 emoticon][sentence: 2,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Excellent[4] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Love[3] it ![+1 punctuation emphasis] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Excellent[4] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Excellent[4] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Excellent[4] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Great[3] ![+1 punctuation emphasis] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 love[3] it ![+1 punctuation emphasis] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Excellent[4] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Favourite[2] Photo [proper noun] Editing [proper noun] App [proper noun] ![+1 punctuation emphasis] [sentence: 3,-1] Love[3] the new effects ![+1 punctuation emphasis] [sentence: 4,-1] I hope[3] Picsart [proper noun] would bring in more effects similair to these ![+1 punctuation emphasis] [sentence: 4,-1] So far ,the best[2] photo editing app I have ever used ![+1 punctuation emphasis] [sentence: 3,-1] :) [1 emoticon]It [proper noun] would be so much better if the Android [proper noun] app had the drawings /overlays (?)[sentence: 2,-1] like[2] the iPhone version ![+1 punctuation emphasis] [sentence: 3,-1] :) [1 emoticon][sentence: 2,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Awesome[3] App [proper noun] !![+1 punctuation emphasis] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Excellent[4] Excellent [proper noun] Excellent [proper noun] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 PicsArtThis is my favorite[2] editing app ![+1 punctuation emphasis] [sentence: 3,-1] And it's free ![+1 punctuation mood emphasis] [sentence: 2,-1] Runs super[3] smooth on my Galaxy [proper noun] III .[sentence: 3,-1] Keep up the great[3] work ![+1 punctuation emphasis] [sentence: 4,-1] Now using on my Nexus [proper noun] 5 ,still awesome[3] ![+1 punctuation emphasis] [sentence: 4,-1] ?[sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Great[3] job ![+1 punctuation emphasis] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Awesome[3] ![+1 punctuation emphasis] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Excellent[4] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 excellent[4] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 I love[3] this app ...[sentence: 3,-1] The only photo editing app that I love[3] to use ,excellent[4] job guys keep it up .[sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
